time,ecg_signal
3.224,0.054
3.226,0.068
3.228,0.083
3.23,0.088
3.232,0.054
3.234,0.107
3.236,0.117
3.238,0.137
3.24,0.142
3.242,0.122
3.244,0.142
3.246,0.156
3.248,0.137
3.25,0.156
3.252,0.151
3.254,0.137
3.256,0.166
3.258,0.161
3.26,0.161
3.262,0.195
3.264,0.2
3.266,0.215
3.268,0.224
3.27,0.224
3.272,0.249
3.274,0.22
3.276,0.195
3.278,0.244
3.28,0.254
3.282,0.244
3.284,0.264
3.286,0.264
3.288,0.293
3.29,0.303
3.292,0.298
3.294,0.312
3.296,0.312
3.298,0.376
3.3,0.395
3.302,0.371
3.304,0.405
3.306,0.429
3.308,0.468
3.31,0.434
3.312,0.42
3.314,0.429
3.316,0.434
3.318,0.483
3.32,0.512
3.322,0.478
3.324,0.473
3.326,0.503
3.328,0.522
3.33,0.527
3.332,0.488
3.334,0.512
3.336,0.522
3.338,0.547
3.34,0.586
3.342,0.551
3.344,0.586
3.346,0.61
3.348,0.586
3.35,0.566
3.352,0.566
3.354,0.551
3.356,0.508
3.358,0.488
3.36,0.488
3.362,0.508
3.364,0.468
3.366,0.405
3.368,0.425
3.37,0.415
3.372,0.429
3.374,0.405
3.376,0.337
3.378,0.268
3.38,0.2
3.382,0.185
3.384,0.2
3.386,0.171
3.388,0.166
3.39,0.171
3.392,0.146
3.394,0.117
3.396,0.088
3.398,0.044
3.4,0.034
3.402,0.005
3.404,-0.005
3.406,-0.005
3.408,-0.049
3.41,-0.034
3.412,-0.01
3.414,-0.034
3.416,-0.024
3.418,-0.059
3.42,-0.049
3.422,-0.068
3.424,-0.098
3.426,-0.059
3.428,-0.054
3.43,-0.034
3.432,-0.083
3.434,-0.102
3.436,-0.068
3.438,-0.063
3.44,-0.107
3.442,-0.073
3.444,-0.068
3.446,-0.088
3.448,-0.093
3.45,-0.078
3.452,-0.059
3.454,-0.039
3.456,-0.049
3.458,-0.083
3.46,-0.117
3.462,-0.112
3.464,-0.083
3.466,-0.073
3.468,-0.093
3.47,-0.098
3.472,-0.093
3.474,-0.078
3.476,-0.078
3.478,-0.112
3.48,-0.151
3.482,-0.132
3.484,-0.107
3.486,-0.117
3.488,-0.073
3.49,-0.063
3.492,-0.083
3.494,-0.078
3.496,-0.083
3.498,-0.088
3.5,-0.073
3.502,-0.093
3.504,-0.093
3.506,-0.088
3.508,-0.112
3.51,-0.102
3.512,-0.068
3.514,-0.078
3.516,-0.117
3.518,-0.122
3.52,-0.102
3.522,-0.073
3.524,-0.088
3.526,-0.122
3.528,-0.088
3.53,-0.073
3.532,-0.083
3.534,-0.054
3.536,-0.034
3.538,-0.029
3.54,-0.068
3.542,-0.112
3.544,-0.146
3.546,-0.151
3.548,-0.142
3.55,-0.117
3.552,-0.127
3.554,-0.088
3.556,-0.078
3.558,-0.132
3.56,-0.132
3.562,-0.083
3.564,-0.063
3.566,-0.073
3.568,-0.098
3.57,-0.117
3.572,-0.102
3.574,-0.078
3.576,-0.088
3.578,-0.122
3.58,-0.146
3.582,-0.137
3.584,-0.117
3.586,-0.107
3.588,-0.127
3.59,-0.107
3.592,-0.122
3.594,-0.171
3.596,-0.156
3.598,-0.161
3.6,-0.156
3.602,-0.102
3.604,-0.107
3.606,-0.117
3.608,-0.142
3.61,-0.142
3.612,-0.107
3.614,-0.088
3.616,-0.112
3.618,-0.132
3.62,-0.137
3.622,-0.117
3.624,-0.161
3.626,-0.185
3.628,-0.171
3.63,-0.132
3.632,-0.102
3.634,-0.117
3.636,-0.176
3.638,-0.166
3.64,-0.137
3.642,-0.137
3.644,-0.122
3.646,-0.137
3.648,-0.132
3.65,-0.112
3.652,-0.161
3.654,-0.166
3.656,-0.146
3.658,-0.166
3.66,-0.181
3.662,-0.142
3.664,-0.112
3.666,-0.112
3.668,-0.142
3.67,-0.137
3.672,-0.122
3.674,-0.156
3.676,-0.156
3.678,-0.171
3.68,-0.181
3.682,-0.146
3.684,-0.156
3.686,-0.166
3.688,-0.19
3.69,-0.185
3.692,-0.161
3.694,-0.146
3.696,-0.127
3.698,-0.151
3.7,-0.151
3.702,-0.142
3.704,-0.156
3.706,-0.156
3.708,-0.127
3.71,-0.161
3.712,-0.156
3.714,-0.171
3.716,-0.171
3.718,-0.171
3.72,-0.161
3.722,-0.161
3.724,-0.161
3.726,-0.151
3.728,-0.146
3.73,-0.137
3.732,-0.146
3.734,-0.156
3.736,-0.156
3.738,-0.156
3.74,-0.137
3.742,-0.137
3.744,-0.142
3.746,-0.171
3.748,-0.156
3.75,-0.142
3.752,-0.151
3.754,-0.195
3.756,-0.21
3.758,-0.185
3.76,-0.117
3.762,-0.122
3.764,-0.127
3.766,-0.132
3.768,-0.151
3.77,-0.142
3.772,-0.146
3.774,-0.166
3.776,-0.176
3.778,-0.181
3.78,-0.185
3.782,-0.151
3.784,-0.132
3.786,-0.176
3.788,-0.142
3.79,-0.117
3.792,-0.117
3.794,-0.142
3.796,-0.146
3.798,-0.142
3.8,-0.122
3.802,-0.102
3.804,-0.098
3.806,-0.068
3.808,-0.063
3.81,-0.039
3.812,-0.005
3.814,-0.049
3.816,-0.054
3.818,-0.054
3.82,-0.044
3.822,-0.063
3.824,-0.049
3.826,0.005
3.828,-0.029
3.83,0.0
3.832,0.024
3.834,0.024
3.836,0.034
3.838,0.024
3.84,0.015
3.842,-0.02
3.844,-0.02
3.846,0.0
3.848,-0.01
3.85,-0.01
3.852,-0.029
3.854,-0.02
3.856,-0.005
3.858,-0.005
3.86,-0.029
3.862,-0.029
3.864,-0.034
3.866,-0.044
3.868,-0.059
3.87,-0.049
3.872,-0.039
3.874,-0.083
3.876,-0.098
3.878,-0.098
3.88,-0.122
3.882,-0.137
3.884,-0.146
3.886,-0.171
3.888,-0.161
3.89,-0.176
3.892,-0.19
3.894,-0.21
3.896,-0.254
3.898,-0.215
3.9,-0.151
3.902,-0.122
3.904,-0.146
3.906,-0.224
3.908,-0.205
3.91,-0.205
3.912,-0.22
3.914,-0.195
3.916,-0.229
3.918,-0.239
3.92,-0.224
3.922,-0.283
3.924,-0.239
3.926,-0.195
3.928,-0.229
3.93,-0.2
3.932,-0.171
3.934,-0.215
3.936,-0.21
3.938,-0.176
3.94,-0.098
3.942,0.029
3.944,0.161
3.946,0.41
3.948,0.659
3.95,0.844
3.952,1.069
3.954,1.205
3.956,1.24
3.958,1.186
3.96,0.981
3.962,0.722
3.964,0.493
3.966,0.268
3.968,0.068
3.97,-0.01
3.972,-0.015
3.974,0.015
3.976,0.034
3.978,-0.039
3.98,-0.107
3.982,-0.127
3.984,-0.146
3.986,-0.142
3.988,-0.151
3.99,-0.185
3.992,-0.205
3.994,-0.2
3.996,-0.215
3.998,-0.229
4.0,-0.229
4.002,-0.166
4.004,-0.166
4.006,-0.19
4.008,-0.2
4.01,-0.181
4.012,-0.19
4.014,-0.185
4.016,-0.19
4.018,-0.2
4.02,-0.195
4.022,-0.171
4.024,-0.195
4.026,-0.176
4.028,-0.176
4.03,-0.185
4.032,-0.181
4.034,-0.215
4.036,-0.215
4.038,-0.195
4.04,-0.171
4.042,-0.171
4.044,-0.181
4.046,-0.176
4.048,-0.176
4.05,-0.21
4.052,-0.215
4.054,-0.171
4.056,-0.161
4.058,-0.166
4.06,-0.195
4.062,-0.132
4.064,-0.093
4.066,-0.107
4.068,-0.107
4.07,-0.142
4.072,-0.176
4.074,-0.156
4.076,-0.156
4.078,-0.102
4.08,-0.098
4.082,-0.122
4.084,-0.117
4.086,-0.088
4.088,-0.059
4.09,-0.073
4.092,-0.098
4.094,-0.107
4.096,-0.122
4.098,-0.132
4.1,-0.093
4.102,-0.098
4.104,-0.102
4.106,-0.059
4.108,-0.01
4.11,-0.005
4.112,-0.049
4.114,-0.024
4.116,-0.02
4.118,-0.039
4.12,0.005
4.122,0.044
4.124,0.044
4.126,0.034
4.128,0.034
4.13,0.034
4.132,0.01
4.134,0.015
4.136,0.044
4.138,0.068
4.14,0.059
4.142,0.073
4.144,0.098
4.146,0.132
4.148,0.132
4.15,0.137
4.152,0.161
4.154,0.259
4.156,0.273
4.158,0.195
4.16,0.19
4.162,0.195
4.164,0.215
4.166,0.254
4.168,0.254
4.17,0.249
4.172,0.278
4.174,0.327
4.176,0.332
4.178,0.337
4.18,0.346
4.182,0.327
4.184,0.346
4.186,0.366
4.188,0.346
4.19,0.376
4.192,0.434
4.194,0.41
4.196,0.405
4.198,0.434
4.2,0.425
4.202,0.4
4.204,0.366
4.206,0.395
4.208,0.425
4.21,0.405
4.212,0.381
4.214,0.361
4.216,0.337
4.218,0.317
4.22,0.293
4.222,0.293
4.224,0.278
4.226,0.22
4.228,0.156
4.23,0.161
4.232,0.102
4.234,0.078
4.236,0.073
4.238,0.034
4.24,0.029
4.242,-0.034
4.244,-0.02
4.246,0.01
4.248,-0.029
4.25,-0.073
4.252,-0.102
4.254,-0.107
4.256,-0.117
4.258,-0.122
4.26,-0.132
4.262,-0.181
4.264,-0.2
4.266,-0.156
4.268,-0.166
4.27,-0.137
4.272,-0.112
4.274,-0.146
4.276,-0.166
4.278,-0.166
4.28,-0.185
4.282,-0.181
4.284,-0.181
4.286,-0.161
4.288,-0.19
4.29,-0.161
4.292,-0.137
4.294,-0.156
4.296,-0.19
4.298,-0.215
4.3,-0.229
4.302,-0.205
4.304,-0.185
4.306,-0.195
4.308,-0.176
4.31,-0.176
4.312,-0.181
4.314,-0.195
4.316,-0.181
4.318,-0.156
4.32,-0.19
4.322,-0.181
4.324,-0.161
4.326,-0.181
4.328,-0.171
4.33,-0.171
4.332,-0.161
4.334,-0.166
4.336,-0.166
4.338,-0.146
4.34,-0.156
4.342,-0.205
4.344,-0.205
4.346,-0.2
4.348,-0.19
4.35,-0.151
4.352,-0.127
4.354,-0.117
4.356,-0.166
4.358,-0.171
4.36,-0.132
4.362,-0.137
4.364,-0.171
4.366,-0.195
4.368,-0.21
4.37,-0.137
4.372,-0.142
4.374,-0.181
4.376,-0.185
4.378,-0.171
4.38,-0.156
4.382,-0.142
4.384,-0.185
4.386,-0.185
4.388,-0.195
4.39,-0.215
4.392,-0.181
4.394,-0.156
4.396,-0.127
4.398,-0.151
4.4,-0.185
4.402,-0.132
4.404,-0.127
4.406,-0.166
4.408,-0.166
4.41,-0.176
4.412,-0.156
4.414,-0.146
4.416,-0.132
4.418,-0.142
4.42,-0.176
4.422,-0.181
4.424,-0.151
4.426,-0.19
4.428,-0.181
4.43,-0.176
4.432,-0.19
4.434,-0.176
4.436,-0.161
4.438,-0.161
4.44,-0.21
4.442,-0.229
4.444,-0.21
4.446,-0.181
4.448,-0.185
4.45,-0.176
4.452,-0.156
4.454,-0.137
4.456,-0.127
4.458,-0.161
4.46,-0.137
4.462,-0.127
4.464,-0.166
4.466,-0.205
4.468,-0.19
4.47,-0.151
4.472,-0.166
4.474,-0.185
4.476,-0.181
4.478,-0.176
4.48,-0.176
4.482,-0.151
4.484,-0.146
4.486,-0.166
4.488,-0.161
4.49,-0.181
4.492,-0.21
4.494,-0.181
4.496,-0.171
4.498,-0.146
4.5,-0.137
4.502,-0.146
4.504,-0.171
4.506,-0.156
4.508,-0.142
4.51,-0.151
4.512,-0.195
4.514,-0.171
4.516,-0.132
4.518,-0.151
4.52,-0.2
4.522,-0.22
4.524,-0.171
4.526,-0.117
4.528,-0.161
4.53,-0.195
4.532,-0.21
4.534,-0.229
4.536,-0.2
4.538,-0.195
4.54,-0.142
4.542,-0.151
4.544,-0.176
4.546,-0.229
4.548,-0.171
4.55,-0.088
4.552,-0.112
4.554,-0.161
4.556,-0.176
4.558,-0.176
4.56,-0.146
4.562,-0.107
4.564,-0.117
4.566,-0.127
4.568,-0.112
4.57,-0.142
4.572,-0.176
4.574,-0.185
4.576,-0.181
4.578,-0.161
4.58,-0.151
4.582,-0.146
4.584,-0.161
4.586,-0.176
4.588,-0.122
4.59,-0.117
4.592,-0.146
4.594,-0.127
4.596,-0.151
4.598,-0.166
4.6,-0.19
4.602,-0.215
4.604,-0.166
4.606,-0.132
4.608,-0.166
4.61,-0.171
4.612,-0.166
4.614,-0.122
4.616,-0.098
4.618,-0.142
4.62,-0.151
4.622,-0.127
4.624,-0.122
4.626,-0.156
4.628,-0.151
4.63,-0.107
4.632,-0.102
4.634,-0.122
4.636,-0.088
4.638,-0.117
4.64,-0.151
4.642,-0.161
4.644,-0.176
4.646,-0.161
4.648,-0.132
4.65,-0.122
4.652,-0.088
4.654,-0.107
4.656,-0.098
4.658,-0.054
4.66,-0.029
4.662,-0.015
4.664,-0.049
4.666,-0.068
4.668,-0.01
4.67,-0.015
4.672,-0.044
4.674,-0.078
4.676,-0.049
4.678,0.029
4.68,0.034
4.682,0.039
4.684,0.083
4.686,0.063
4.688,0.029
4.69,0.034
4.692,0.01
4.694,0.029
4.696,0.029
4.698,0.01
4.7,0.02
4.702,-0.02
4.704,-0.034
4.706,0.005
4.708,0.044
4.71,0.039
4.712,-0.015
4.714,-0.049
4.716,-0.034
4.718,-0.044
4.72,-0.044
4.722,-0.01
4.724,0.005
4.726,-0.039
4.728,-0.078
4.73,-0.117
4.732,-0.088
4.734,-0.083
4.736,-0.112
4.738,-0.127
4.74,-0.117
4.742,-0.142
4.744,-0.166
4.746,-0.161
4.748,-0.151
4.75,-0.171
4.752,-0.166
4.754,-0.166
4.756,-0.166
4.758,-0.166
4.76,-0.156
4.762,-0.161
4.764,-0.151
4.766,-0.151
4.768,-0.137
4.77,-0.127
4.772,-0.151
4.774,-0.146
4.776,-0.117
4.778,-0.127
4.78,-0.122
4.782,-0.132
4.784,-0.102
4.786,-0.093
4.788,-0.122
4.79,-0.166
4.792,-0.19
4.794,-0.034
4.796,0.151
4.798,0.303
4.8,0.493
4.802,0.678
4.804,0.883
4.806,1.132
4.808,1.318
4.81,1.362
4.812,1.347
4.814,1.205
4.816,0.976
4.818,0.776
4.82,0.586
4.822,0.322
4.824,0.185
4.826,0.161
4.828,0.21
4.83,0.205
4.832,0.137
4.834,0.044
4.836,0.01
4.838,0.01
4.84,-0.02
4.842,-0.024
4.844,-0.02
4.846,-0.039
4.848,-0.039
4.85,-0.059
4.852,-0.068
4.854,-0.073
4.856,-0.093
4.858,-0.078
4.86,-0.073
4.862,-0.088
4.864,-0.093
4.866,-0.107
4.868,-0.107
4.87,-0.088
4.872,-0.098
4.874,-0.078
4.876,-0.093
4.878,-0.088
4.88,-0.083
4.882,-0.068
4.884,-0.093
4.886,-0.068
4.888,-0.059
4.89,-0.107
4.892,-0.098
4.894,-0.083
4.896,-0.093
4.898,-0.068
4.9,-0.068
4.902,-0.073
4.904,-0.063
4.906,-0.068
4.908,-0.073
4.91,-0.083
4.912,-0.088
4.914,-0.098
4.916,-0.083
4.918,-0.049
4.92,-0.068
4.922,-0.054
4.924,-0.054
4.926,-0.107
4.928,-0.088
4.93,-0.063
4.932,-0.034
4.934,-0.054
4.936,-0.078
4.938,-0.078
4.94,-0.063
4.942,-0.054
4.944,-0.005
4.946,-0.015
4.948,-0.024
4.95,-0.015
4.952,-0.015
4.954,-0.005
4.956,0.0
4.958,0.0
4.96,0.029
4.962,0.029
4.964,0.024
4.966,0.039
4.968,0.029
4.97,0.01
4.972,0.01
4.974,0.049
4.976,0.088
4.978,0.102
4.98,0.122
4.982,0.107
4.984,0.098
4.986,0.093
4.988,0.083
4.99,0.142
4.992,0.181
4.994,0.132
4.996,0.137
4.998,0.151
5.0,0.161
5.002,0.195
5.004,0.234
5.006,0.205
5.008,0.215
5.01,0.239
5.012,0.278
5.014,0.298
5.016,0.307
5.018,0.332
5.02,0.342
5.022,0.351
5.024,0.371
5.026,0.386
5.028,0.4
5.03,0.405
5.032,0.42
5.034,0.449
5.036,0.439
5.038,0.434
5.04,0.483
5.042,0.478
5.044,0.512
5.046,0.547
5.048,0.532
5.05,0.517
5.052,0.488
5.054,0.503
5.056,0.503
5.058,0.517
5.06,0.508
5.062,0.493
5.064,0.488
5.066,0.405
5.068,0.376
5.07,0.4
5.072,0.395
5.074,0.39
5.076,0.39
5.078,0.322
5.08,0.278
5.082,0.293
5.084,0.234
5.086,0.205
5.088,0.171
5.09,0.112
5.092,0.054
5.094,0.063
5.096,0.088
5.098,0.112
5.1,0.088
5.102,0.054
5.104,0.015
5.106,-0.029
5.108,-0.039
5.11,-0.024
5.112,-0.044
5.114,-0.073
5.116,-0.059
5.118,-0.063
5.12,-0.049
5.122,-0.049
5.124,-0.059
5.126,-0.102
5.128,-0.132
5.13,-0.117
5.132,-0.137
5.134,-0.127
5.136,-0.122
5.138,-0.127
5.14,-0.102
5.142,-0.088
5.144,-0.088
5.146,-0.093
5.148,-0.117
5.15,-0.142
5.152,-0.127
5.154,-0.117
5.156,-0.127
5.158,-0.112
5.16,-0.107
5.162,-0.063
5.164,-0.102
5.166,-0.098
5.168,-0.078
5.17,-0.127
5.172,-0.122
5.174,-0.107
5.176,-0.137
5.178,-0.137
5.18,-0.127
5.182,-0.098
5.184,-0.083
5.186,-0.083
5.188,-0.088
5.19,-0.098
5.192,-0.098
5.194,-0.073
5.196,-0.083
5.198,-0.078
5.2,-0.049
5.202,-0.054
5.204,-0.073
5.206,-0.073
5.208,-0.073
5.21,-0.044
5.212,-0.054
5.214,-0.059
5.216,-0.107
5.218,-0.122
5.22,-0.132
5.222,-0.142
5.224,-0.068
5.226,-0.024
5.228,-0.044
5.23,-0.044
5.232,-0.073
5.234,-0.068
5.236,-0.024
5.238,-0.02
5.24,-0.049
5.242,-0.049
5.244,-0.063
5.246,-0.054
5.248,-0.068
5.25,-0.059
5.252,-0.034
5.254,-0.102
5.256,-0.083
5.258,0.015
5.26,-0.015
5.262,-0.034
5.264,-0.044
5.266,-0.078
5.268,-0.059
5.27,-0.068
5.272,-0.078
5.274,-0.039
5.276,-0.059
5.278,-0.068
5.28,-0.088
5.282,-0.088
5.284,-0.039
5.286,-0.073
5.288,-0.088
5.29,-0.073
5.292,-0.059
5.294,-0.068
5.296,-0.088
5.298,-0.068
5.3,-0.039
5.302,-0.068
5.304,-0.059
5.306,-0.049
5.308,-0.044
5.31,-0.039
5.312,-0.054
5.314,-0.059
5.316,-0.063
5.318,-0.068
5.32,-0.073
5.322,-0.083
5.324,-0.127
5.326,-0.132
5.328,-0.039
5.33,-0.015
5.332,-0.029
5.334,-0.054
5.336,-0.044
5.338,-0.068
5.34,-0.093
5.342,-0.078
5.344,-0.073
5.346,-0.098
5.348,-0.102
5.35,-0.068
5.352,-0.054
5.354,-0.083
5.356,-0.098
5.358,-0.068
5.36,-0.083
5.362,-0.112
5.364,-0.122
5.366,-0.122
5.368,-0.107
5.37,-0.098
5.372,-0.049
5.374,-0.063
5.376,-0.112
5.378,-0.112
5.38,-0.093
5.382,-0.078
5.384,-0.063
5.386,-0.068
5.388,-0.088
5.39,-0.068
5.392,-0.122
5.394,-0.093
5.396,-0.059
5.398,-0.078
5.4,-0.117
5.402,-0.137
5.404,-0.102
5.406,-0.088
5.408,-0.088
5.41,-0.127
5.412,-0.142
5.414,-0.122
5.416,-0.117
5.418,-0.098
5.42,-0.083
5.422,-0.093
5.424,-0.107
5.426,-0.078
5.428,-0.098
5.43,-0.137
5.432,-0.142
5.434,-0.137
5.436,-0.122
5.438,-0.127
5.44,-0.107
5.442,-0.083
5.444,-0.078
5.446,-0.098
5.448,-0.102
5.45,-0.122
5.452,-0.112
5.454,-0.083
5.456,-0.117
5.458,-0.102
5.46,-0.112
5.462,-0.137
5.464,-0.127
5.466,-0.107
5.468,-0.098
5.47,-0.098
5.472,-0.083
5.474,-0.112
5.476,-0.102
5.478,-0.112
5.48,-0.112
5.482,-0.107
5.484,-0.142
5.486,-0.142
5.488,-0.127
5.49,-0.088
5.492,-0.098
5.494,-0.122
5.496,-0.098
5.498,-0.127
5.5,-0.151
5.502,-0.142
5.504,-0.146
5.506,-0.132
5.508,-0.093
5.51,-0.078
5.512,-0.044
5.514,-0.005
5.516,0.0
5.518,-0.024
5.52,-0.093
5.522,-0.078
5.524,-0.02
5.526,-0.039
5.528,0.02
5.53,0.039
5.532,-0.005
5.534,0.01
5.536,0.0
5.538,-0.01
5.54,-0.015
5.542,0.005
5.544,0.044
5.546,0.063
5.548,0.044
5.55,-0.01
5.552,-0.039
5.554,0.034
5.556,0.029
5.558,-0.02
5.56,0.02
5.562,0.044
5.564,0.02
5.566,-0.01
5.568,-0.024
5.57,-0.01
5.572,-0.024
5.574,-0.068
5.576,-0.059
5.578,-0.034
5.58,0.0
5.582,-0.005
5.584,0.005
5.586,-0.01
5.588,-0.073
5.59,-0.083
5.592,-0.112
5.594,-0.132
5.596,-0.088
5.598,-0.107
5.6,-0.156
5.602,-0.137
5.604,-0.093
5.606,-0.088
5.608,-0.137
5.61,-0.171
5.612,-0.137
5.614,-0.146
5.616,-0.176
5.618,-0.161
5.62,-0.156
5.622,-0.151
5.624,-0.151
5.626,-0.161
5.628,-0.161
5.63,-0.161
5.632,-0.137
5.634,-0.107
5.636,-0.137
5.638,-0.161
5.64,-0.137
5.642,-0.171
5.644,-0.156
5.646,-0.117
5.648,-0.171
5.65,-0.176
5.652,-0.146
5.654,-0.093
5.656,0.034
5.658,0.195
5.66,0.361
5.662,0.542
5.664,0.766
5.666,1.01
5.668,1.269
5.67,1.41
5.672,1.425
5.674,1.274
5.676,1.049
5.678,0.82
5.68,0.654
5.682,0.41
5.684,0.244
5.686,0.22
5.688,0.244
5.69,0.249
5.692,0.166
5.694,0.034
5.696,-0.029
5.698,-0.024
5.7,-0.059
5.702,-0.054
5.704,-0.102
5.706,-0.122
5.708,-0.078
5.71,-0.063
5.712,-0.078
5.714,-0.049
5.716,-0.024
5.718,-0.01
5.72,0.015
5.722,-0.024
5.724,-0.005
5.726,-0.015
5.728,-0.063
5.73,-0.073
5.732,-0.068
5.734,-0.068
5.736,-0.098
5.738,-0.063
5.74,-0.039
5.742,-0.068
5.744,-0.078
5.746,-0.034
5.748,-0.049
5.75,-0.054
5.752,-0.039
5.754,-0.034
5.756,-0.039
5.758,-0.044
5.76,-0.054
5.762,-0.015
5.764,0.01
5.766,0.015
5.768,-0.024
5.77,-0.039
5.772,-0.039
5.774,-0.049
5.776,-0.039
5.778,-0.029
5.78,-0.015
5.782,0.034
5.784,0.024
5.786,-0.015
5.788,-0.039
5.79,-0.029
5.792,-0.049
5.794,-0.02
5.796,-0.01
5.798,0.015
5.8,0.029
5.802,0.029
5.804,0.078
5.806,0.063
5.808,0.034
5.81,0.049
5.812,0.054
5.814,0.102
5.816,0.068
5.818,0.049
5.82,0.083
5.822,0.054
5.824,0.068
5.826,0.117
5.828,0.083
5.83,0.088
5.832,0.102
5.834,0.117
5.836,0.146
5.838,0.142
5.84,0.122
5.842,0.132
5.844,0.102
5.846,0.137
5.848,0.176
5.85,0.181
5.852,0.205
5.854,0.176
5.856,0.234
5.858,0.278
5.86,0.259
5.862,0.273
5.864,0.307
5.866,0.298
5.868,0.278
5.87,0.264
5.872,0.312
5.874,0.386
5.876,0.4
5.878,0.386
5.88,0.371
5.882,0.386
5.884,0.444
5.886,0.468
5.888,0.444
5.89,0.464
5.892,0.464
5.894,0.498
5.896,0.532
5.898,0.532
5.9,0.508
5.902,0.537
5.904,0.6
5.906,0.6
5.908,0.542
5.91,0.532
5.912,0.576
5.914,0.595
5.916,0.571
5.918,0.537
5.92,0.571
5.922,0.571
5.924,0.561
5.926,0.566
5.928,0.556
5.93,0.508
5.932,0.488
5.934,0.434
5.936,0.429
5.938,0.395
5.94,0.337
5.942,0.327
5.944,0.317
5.946,0.342
5.948,0.303
5.95,0.205
5.952,0.171
5.954,0.166
5.956,0.176
5.958,0.146
5.96,0.083
5.962,0.083
5.964,0.093
5.966,0.049
5.968,0.015
5.97,-0.015
5.972,-0.034
5.974,-0.029
5.976,-0.029
5.978,-0.02
5.98,-0.02
5.982,-0.044
5.984,-0.083
5.986,-0.098
5.988,-0.063
5.99,-0.098
5.992,-0.117
5.994,-0.088
5.996,-0.044
5.998,-0.088
6.0,-0.107
6.002,-0.083
6.004,-0.088
6.006,-0.083
6.008,-0.083
6.01,-0.073
6.012,-0.098
6.014,-0.088
6.016,-0.059
6.018,-0.073
6.02,-0.107
6.022,-0.093
6.024,-0.112
6.026,-0.122
6.028,-0.112
6.03,-0.161
6.032,-0.156
6.034,-0.127
6.036,-0.112
6.038,-0.073
6.04,-0.078
6.042,-0.112
6.044,-0.107
6.046,-0.107
6.048,-0.088
6.05,-0.112
6.052,-0.117
6.054,-0.107
6.056,-0.122
6.058,-0.112
6.06,-0.073
6.062,-0.117
6.064,-0.098
6.066,-0.059
6.068,-0.054
6.07,-0.088
6.072,-0.122
6.074,-0.142
6.076,-0.122
6.078,-0.107
6.08,-0.132
6.082,-0.112
6.084,-0.083
6.086,-0.088
6.088,-0.098
6.09,-0.083
6.092,-0.088
6.094,-0.142
6.096,-0.156
6.098,-0.146
6.1,-0.127
6.102,-0.098
6.104,-0.093
6.106,-0.063
6.108,-0.083
6.11,-0.107
6.112,-0.107
6.114,-0.137
6.116,-0.146
6.118,-0.142
6.12,-0.132
6.122,-0.117
6.124,-0.112
6.126,-0.137
6.128,-0.146
6.13,-0.132
6.132,-0.142
6.134,-0.127
6.136,-0.137
6.138,-0.151
6.14,-0.112
6.142,-0.112
6.144,-0.122
6.146,-0.127
6.148,-0.117
6.15,-0.127
6.152,-0.156
6.154,-0.161
6.156,-0.127
6.158,-0.107
6.16,-0.098
6.162,-0.102
6.164,-0.107
6.166,-0.107
6.168,-0.127
6.17,-0.176
6.172,-0.166
6.174,-0.166
6.176,-0.151
6.178,-0.146
6.18,-0.083
6.182,-0.107
6.184,-0.181
6.186,-0.161
6.188,-0.137
6.19,-0.142
6.192,-0.117
6.194,-0.171
6.196,-0.166
6.198,-0.137
6.2,-0.112
6.202,-0.073
6.204,-0.098
6.206,-0.122
6.208,-0.142
6.21,-0.176
6.212,-0.156
6.214,-0.137
6.216,-0.127
6.218,-0.142
6.22,-0.146
6.222,-0.156
6.224,-0.122
6.226,-0.132
6.228,-0.181
6.23,-0.156
6.232,-0.151
6.234,-0.117
6.236,-0.122
6.238,-0.142
6.24,-0.132
6.242,-0.142
6.244,-0.137
6.246,-0.142
6.248,-0.132
6.25,-0.122
6.252,-0.142
6.254,-0.132
6.256,-0.132
6.258,-0.171
6.26,-0.19
6.262,-0.185
6.264,-0.156
6.266,-0.156
6.268,-0.185
6.27,-0.171
6.272,-0.137
6.274,-0.127
6.276,-0.112
6.278,-0.127
6.28,-0.156
6.282,-0.176
6.284,-0.166
6.286,-0.146
6.288,-0.127
6.29,-0.112
6.292,-0.112
6.294,-0.151
6.296,-0.132
6.298,-0.107
6.3,-0.151
6.302,-0.181
6.304,-0.166
6.306,-0.205
6.308,-0.195
6.31,-0.142
6.312,-0.132
6.314,-0.161
6.316,-0.185
6.318,-0.166
6.32,-0.146
6.322,-0.127
6.324,-0.098
6.326,-0.161
6.328,-0.19
6.33,-0.161
6.332,-0.166
6.334,-0.146
6.336,-0.127
6.338,-0.142
6.34,-0.122
6.342,-0.102
6.344,-0.132
6.346,-0.137
6.348,-0.137
6.35,-0.117
6.352,-0.102
6.354,-0.102
6.356,-0.098
6.358,-0.112
6.36,-0.078
6.362,-0.059
6.364,-0.073
6.366,-0.059
6.368,-0.063
6.37,-0.054
6.372,-0.029
6.374,-0.049
6.376,-0.068
6.378,-0.039
6.38,-0.034
6.382,-0.02
6.384,-0.02
6.386,-0.034
6.388,-0.005
6.39,-0.015
6.392,-0.01
6.394,-0.039
6.396,-0.044
6.398,-0.039
6.4,-0.029
6.402,0.005
6.404,-0.015
6.406,-0.024
6.408,-0.02
6.41,-0.054
6.412,-0.073
6.414,-0.093
6.416,-0.083
6.418,-0.054
6.42,-0.059
6.422,-0.068
6.424,-0.073
